date,U-1 Unemployed 15+ Weeks as % of Labor Force YoY Chg,U-2 Job Losers as % of Labor Force YoY Chg,U-4 + Discouraged Workers YoY Chg,U-5 + Other Marginally Attached YoY Chg,Unemployed Less Than 5 Weeks (000s) YoY Chg,Unemployed 5-14 Weeks (000s) YoY Chg,Unemployed 15-26 Weeks (000s) YoY Chg,Total Unemployed (000s) YoY Chg,Average Duration of Unemployment (Weeks) YoY Chg,Civilian Labor Force Level (000s) YoY Chg,Labor Force Participation Rate YoY Chg,Employment-Population Ratio YoY Chg,Average Weekly Hours - All Employees YoY Chg,Average Hourly Earnings - Production Workers YoY Chg,Hires: Total Nonfarm YoY Chg,Total Separations: Total Nonfarm YoY Chg,Quits: Total Nonfarm YoY Chg,Layoffs and Discharges: Total Nonfarm YoY Chg,Job Openings Rate YoY Chg,Total Separations Rate YoY Chg,Layoffs and Discharges Rate YoY Chg,Multiple Jobholders (000s) YoY Chg,Multiple Jobholders as % of Employed YoY Chg,Part-Time for Economic Reasons (000s) YoY Chg,Aggregate Weekly Payrolls Index YoY Chg,Temp Help Services Employment (000s) YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
2015-11-01,-0.6,-0.4,-0.8,-1.0,-3.72,-4.45,-9.07,-11.99,-14.68,0.62,-0.4,0.2,-0.29,2.12,7.63,8.69,11.42,3.07,0.5,0.3,0.0,-1.45,38.0,-10.55,4.3,2.79,,,
2015-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.34,-8.66,-0.2
2015-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,-7.94,-0.2
2015-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.71,-8.16,-0.2
2015-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.06,-8.06,-0.2
2015-12-01,-0.5,-0.4,-0.6,-0.8,1.22,-5.56,-2.99,-9.29,-14.68,1.09,-0.1,0.3,-0.29,2.51,6.7,8.25,19.75,-2.91,0.4,0.3,0.0,-0.37,537.0,-11.39,4.46,3.48,,,
2015-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.84,-7.68,-0.1
2015-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.94,-7.9,-0.2
2015-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.93,-7.46,-0.2
2015-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.88,-7.41,-0.2
2016-01-01,-0.6,-0.5,-0.9,-0.9,-9.49,-1.25,-17.5,-14.16,-9.06,0.8,-0.2,0.4,0.29,2.45,3.14,4.36,4.02,0.89,0.3,0.1,0.0,-0.15,-11.0,-12.79,5.02,1.77,,,
2016-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.85,-7.66,-0.2
2016-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.75,-7.86,-0.2
2016-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.92,-7.37,-0.2
2016-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.82,-6.6,-0.2
2016-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.79,-5.85,-0.1
2016-02-01,-0.4,-0.4,-0.7,-0.8,-6.56,-2.28,-12.75,-10.43,-5.77,1.27,0.1,0.6,-0.58,2.35,6.69,8.13,9.23,7.8,0.2,0.2,0.1,1.6,259.0,-10.91,3.92,1.63,,,
2016-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.59,-5.04,-0.2
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.87,-5.02,-0.1
2016-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.89,-5.04,-0.2
2016-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.51,-5.97,-0.2
2016-03-01,-0.3,-0.2,-0.5,-0.6,-1.02,-5.9,-7.79,-6.51,-7.21,1.62,0.4,0.6,-0.29,2.3,4.55,0.61,5.92,-6.23,0.5,0.0,-0.1,1.97,332.0,-8.68,4.25,1.52,,,
2016-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.69,-6.25,-0.2
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.39,-7.12,-0.2
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.29,-7.47,-0.1
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.96,-6.85,-0.1
2016-04-01,-0.2,-0.1,-0.5,-0.6,-4.49,-9.08,10.82,-5.65,-9.71,1.32,0.1,0.4,-0.29,2.58,1.89,3.36,9.24,-4.58,0.1,0.1,-0.1,0.5,403.0,-9.08,4.4,1.0,,,
2016-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.37,-6.52,-0.1
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,-6.36,-0.1
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.32,-6.12,-0.1
2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.19,-6.18,-0.1
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.45,-5.71,-0.1
2016-05-01,-0.5,-0.4,-0.8,-0.9,-8.38,-9.8,-12.74,-13.38,-12.38,0.72,-0.2,0.3,-0.29,2.38,1.07,7.27,9.7,6.66,0.1,0.2,0.1,2.39,433.0,-2.2,3.96,-0.37,,,
2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.02,-4.5,-0.1
2016-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.59,-3.81,-0.1
2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.24,-3.08,-0.1
2016-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.11,-4.0,-0.1
2016-06-01,-0.3,-0.2,-0.4,-0.5,3.77,-8.39,-20.1,-6.1,-1.41,1.21,0.0,0.3,-0.29,2.48,3.04,2.81,9.51,-3.9,0.2,0.1,-0.1,-0.79,27.0,-9.35,4.2,-0.25,,,
2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.56,-4.14,-0.1
2016-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.85,-4.45,-0.1
2016-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.64,-5.05,-0.1
2016-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.48,-5.15,-0.1
2016-07-01,-0.2,-0.3,-0.5,-0.4,-14.41,2.7,-3.09,-6.44,-1.07,1.4,0.2,0.5,-0.29,2.62,5.36,4.48,7.34,3.29,-0.1,0.1,0.0,1.32,62.0,-4.85,4.33,-0.09,,,
2016-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.57,-5.4,-0.2
2016-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.54,-5.32,-0.2
2016-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6,-5.57,-0.1
2016-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.28,-5.0,-0.1
2016-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.05,-5.12,-0.1
2016-08-01,-0.3,-0.2,-0.3,-0.3,10.23,0.99,-14.73,-2.6,-4.23,1.52,0.3,0.4,-0.87,2.32,3.18,3.42,4.13,4.91,0.1,0.1,0.1,0.54,295.0,-6.0,3.52,-0.3,,,
2016-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.01,-4.99,-0.1
2016-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.27,-4.9,-0.1
2016-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.62,-4.74,-0.1
2016-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.31,-4.8,-0.1
2016-09-01,-0.1,-0.1,-0.1,-0.1,9.98,0.62,-4.05,0.58,3.11,1.9,0.5,0.5,-0.29,2.51,0.36,-2.45,9.68,-19.14,0.2,-0.2,-0.3,1.86,565.0,-2.65,4.4,0.64,,,
2016-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.19,-4.85,-0.1
2016-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.43,-5.14,-0.2
2016-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.09,-5.51,-0.2
2016-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.1,-5.95,-0.2
2016-10-01,-0.1,-0.2,-0.2,-0.3,2.61,-0.18,-1.82,-1.4,-3.27,1.55,0.3,0.4,-0.29,2.45,-2.4,1.85,9.4,-9.81,-0.2,0.0,-0.2,1.45,454.0,2.34,4.37,-0.01,-5.75,-6.35,-0.1
2016-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.01,-6.24,-0.1
2016-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7,-6.14,-0.1
2016-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.85,-6.08,-0.1
2016-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.26,-6.21,-0.1
2016-11-01,-0.2,-0.3,-0.3,-0.2,0.92,-5.79,-12.96,-5.59,-7.17,1.3,0.2,0.3,-0.29,2.36,-0.93,0.98,4.45,-1.57,0.2,-0.1,0.0,2.19,576.0,-7.86,4.12,0.32,,,
2016-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.38,-6.55,-0.1
2016-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.41,-6.73,-0.1
2016-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.01,-6.51,-0.1
2016-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.78,-7.41,-0.2
2016-12-01,-0.2,-0.1,-0.4,-0.4,-1.88,-3.38,0.73,-4.88,-5.73,1.04,0.0,0.1,-0.29,2.5,-3.56,-2.95,-2.19,-5.27,0.0,-0.2,-0.1,2.01,-137.0,-7.7,4.19,-0.86,,,
2016-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,-7.95,-0.2
2016-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.31,-8.17,-0.1
2016-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5,-7.8,-0.1
2016-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.89,-6.82,-0.1
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.57,-6.57,-0.1
2017-01-01,-0.1,0.1,-0.2,-0.4,11.91,-11.18,5.37,-2.08,-13.06,0.85,0.1,0.2,-0.58,2.39,5.34,4.33,10.89,-3.32,-0.3,0.1,-0.1,-0.32,173.0,-2.95,3.76,0.7,,,
2017-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.02,-6.01,-0.1
2017-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.49,-6.25,-0.1
2017-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,-6.28,-0.1
2017-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.97,-5.62,-0.1
2017-02-01,-0.3,0.0,-0.3,-0.3,12.35,-2.65,-11.26,-4.19,-13.27,0.77,0.1,0.2,-0.29,2.44,-2.19,-1.69,3.17,-9.66,0.0,-0.2,-0.1,-0.98,528.0,-6.33,4.33,0.63,,,
2017-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.73,-6.05,-0.1
2017-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.89,-6.15,-0.1
2017-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.67,-6.57,-0.1
2017-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.28,-6.4,-0.1
2017-03-01,-0.4,-0.2,-0.7,-0.7,-3.8,-4.47,-10.8,-11.15,-11.31,0.6,-0.1,0.4,-0.29,2.29,0.67,2.86,7.99,-4.76,-0.3,0.0,-0.1,-0.57,577.0,-9.82,4.15,0.88,,,
2017-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.31,-6.79,-0.1
2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.44,-7.18,-0.2
2017-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.47,-6.63,-0.1
2017-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.37,-6.91,-0.1
2017-04-01,-0.4,-0.3,-0.7,-0.7,-10.41,-2.91,-19.02,-12.12,-13.62,0.76,0.1,0.5,0.0,2.24,-0.42,-0.37,2.47,-3.44,0.1,-0.1,0.0,-2.09,200.0,-12.29,4.45,1.01,-7.48,-6.7,-0.2
2017-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.99,-6.83,-0.2
2017-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.15,-7.5,-0.2
2017-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.19,-7.95,-0.2
2017-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.15,-9.39,-0.2
2017-05-01,-0.2,-0.3,-0.6,-0.6,-6.54,-12.99,-1.92,-8.52,-8.18,0.81,0.1,0.4,0.0,2.28,5.39,1.82,3.39,-1.7,-0.1,0.0,-0.1,-1.89,110.0,-18.94,4.44,2.51,,,
2017-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.41,-10.75,-0.2
2017-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.63,-11.86,-0.2
2017-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.08,-13.07,-0.2
2017-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.26,-12.61,-0.2
2017-06-01,-0.4,-0.3,-0.6,-0.7,-3.13,-12.35,-17.99,-11.25,-12.14,0.77,0.1,0.4,0.0,2.32,6.7,6.74,4.51,12.57,0.3,0.1,0.1,-1.42,314.0,-7.08,4.42,2.38,,,
2017-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.03,-12.26,-0.2
2017-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.31,-11.93,-0.2
2017-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.34,-11.49,-0.2
2017-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.82,-11.13,-0.2
2017-07-01,-0.3,-0.2,-0.5,-0.7,-5.81,-11.22,-16.69,-9.8,-11.51,0.8,0.1,0.4,-0.29,2.27,1.31,5.39,4.38,8.58,0.1,0.1,0.1,0.11,91.0,-10.59,4.08,2.53,-10.32,-10.7,-0.1
2017-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.61,-10.03,-0.1
2017-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.86,-9.65,-0.2
2017-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.65,-9.61,-0.2
2017-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.13,-9.56,-0.2
2017-08-01,-0.2,-0.1,-0.5,-0.6,-1.18,-12.2,1.19,-9.02,-11.76,0.64,0.0,0.3,0.29,2.31,3.6,2.5,3.5,0.43,0.3,0.0,0.0,1.14,-310.0,-12.13,4.79,2.65,,,
2017-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.62,-10.07,-0.2
2017-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.87,-10.07,-0.2
2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.24,-10.22,-0.2
2017-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.57,-10.33,-0.2
2017-09-01,-0.3,-0.3,-0.8,-0.9,-13.65,-16.74,-13.51,-13.82,-1.51,0.89,0.2,0.7,0.0,2.59,2.71,6.1,4.69,12.53,0.2,0.2,0.1,-0.09,-502.0,-12.65,4.52,1.56,,,
2017-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.07,-10.44,-0.2
2017-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,-10.01,-0.1
2017-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.77,-10.14,-0.2
2017-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.09,-10.01,-0.2
2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.05,-9.75,-0.2
2017-10-01,-0.4,-0.3,-0.7,-0.8,-12.65,-13.73,-22.27,-14.22,-1.5,0.44,-0.1,0.4,0.0,2.16,7.12,5.31,4.72,10.4,0.5,0.2,0.1,-2.37,-665.0,-18.36,3.96,2.33,,,
2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.19,-10.28,-0.2
2017-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.07,-9.6,-0.1
2017-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.41,-8.93,-0.1
2017-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.77,-8.11,-0.1
2017-11-01,-0.3,-0.2,-0.6,-0.8,-5.24,-12.81,-10.92,-10.31,-0.77,0.67,0.0,0.4,0.29,2.35,3.5,2.8,5.29,-0.23,0.1,0.1,0.0,-2.55,-462.0,-16.53,4.57,2.13,,,
2017-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.23,-6.87,-0.1
2017-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.94,-6.09,-0.1
2017-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.71,-5.17,-0.1
2017-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.01,-3.97,-0.1
2017-12-01,-0.4,-0.3,-0.6,-0.6,-4.97,-7.13,-24.9,-11.82,-7.98,0.54,0.0,0.4,0.29,2.44,1.46,3.51,7.8,1.41,0.2,0.1,0.0,-2.17,87.0,-11.9,4.7,2.12,,,
2017-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.75,-3.6,-0.1
2017-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.27,-2.93,-0.1
2017-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.46,-2.87,-0.1
2017-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.72,-3.55,-0.1
2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.68,-3.79,-0.1
2018-01-01,-0.4,-0.3,-0.7,-0.7,-8.66,-6.83,-20.47,-13.11,-4.35,0.81,-0.1,0.2,0.0,2.47,0.24,-0.6,-5.3,10.72,0.6,-0.1,0.1,-0.39,319.0,-12.65,4.38,2.17,,,
2018-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.24,-4.53,-0.1
2018-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.05,-5.18,-0.1
2018-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.73,-4.93,-0.1
2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.48,-4.88,-0.1
2018-02-01,-0.4,-0.3,-0.6,-0.6,-1.67,-11.09,-15.41,-10.81,-10.2,1.2,0.1,0.4,0.58,2.56,5.12,2.76,4.31,3.51,0.3,0.1,0.0,0.03,106.0,-7.96,4.9,2.73,,,
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.29,-4.39,-0.1
2018-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.64,-4.28,-0.1
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.41,-3.96,-0.1
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.23,-4.15,-0.1
2018-03-01,-0.4,-0.3,-0.4,-0.5,-1.03,-3.33,-22.36,-8.5,-4.38,0.97,0.0,0.2,0.58,2.79,4.23,4.17,5.49,1.87,0.6,0.1,0.0,1.34,-376.0,-8.77,5.27,2.6,,,
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.97,-4.08,-0.1
2018-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7,-3.34,0.0
2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.07,-3.5,-0.1
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.43,-3.54,-0.1
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.36,-3.4,0.0
2018-04-01,-0.3,-0.3,-0.5,-0.6,-7.83,-3.67,-9.3,-8.89,-6.64,0.89,-0.1,0.2,0.29,2.78,6.03,6.87,11.29,0.99,0.4,0.2,0.0,0.92,30.0,-6.18,4.85,2.97,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,-2.97,0.0
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.11,-2.98,-0.1
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.88,-3.32,-0.1
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.27,-3.56,-0.1
2018-05-01,-0.4,-0.3,-0.5,-0.6,-5.62,-1.42,-13.02,-11.49,-14.57,1.11,0.1,0.4,0.29,2.87,6.97,4.21,8.71,-1.06,0.7,0.1,0.0,-1.78,-144.0,-6.07,5.14,2.09,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.71,-4.99,-0.2
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.99,-5.97,-0.1
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.84,-6.21,-0.2
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.14,-7.42,-0.2
2018-06-01,-0.2,-0.2,-0.4,-0.4,-2.24,-3.07,-3.82,-6.2,-15.45,1.26,0.2,0.4,0.29,2.91,2.22,1.89,7.23,-7.51,0.5,0.0,-0.1,-0.7,45.0,-10.15,5.12,1.69,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.47,-8.62,-0.2
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.55,-9.76,-0.2
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.74,-10.98,-0.2
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.37,-12.29,-0.2
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.51,-12.54,-0.2
2018-07-01,-0.2,-0.3,-0.5,-0.5,-5.16,-10.96,-1.18,-10.11,-6.1,1.17,0.1,0.4,0.29,2.85,2.77,4.48,10.62,-5.45,0.5,0.1,-0.1,-2.06,532.0,-13.4,4.95,1.38,,,
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.7,-13.08,-0.2
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,-13.4,-0.2
2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.77,-13.99,-0.3
2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.97,-14.36,-0.2
2018-08-01,-0.3,-0.5,-0.6,-0.6,-0.75,-16.22,-10.12,-13.08,-6.67,0.67,-0.3,0.2,0.29,3.08,5.36,3.92,10.31,-3.48,0.5,0.1,-0.1,-2.53,595.0,-17.0,5.31,1.49,,,
2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.77,-14.87,-0.3
2018-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.63,-15.28,-0.3
2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.75,-15.53,-0.3
2018-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.21,-16.09,-0.3
2018-09-01,-0.3,-0.4,-0.5,-0.5,-7.62,-9.13,-8.59,-11.39,-7.28,0.59,-0.3,0.0,0.0,3.07,3.21,3.88,6.3,-1.29,0.6,0.1,0.0,-1.93,319.0,-9.98,4.91,1.82,-17.58,-16.54,-0.3
2018-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.68,-17.82,-0.3
2018-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.52,-18.01,-0.2
2018-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.42,-18.32,-0.2
2018-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,-18.18,-0.2
2018-10-01,-0.2,-0.2,-0.4,-0.4,-3.34,-6.17,-0.54,-7.3,-11.83,1.43,0.2,0.4,0.29,3.2,5.84,3.8,7.42,-1.31,0.5,0.0,0.0,0.52,696.0,-6.26,5.49,1.32,,,
2018-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.27,-17.05,-0.2
2018-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.51,-16.8,-0.3
2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2,-16.49,-0.3
2018-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.19,-16.29,-0.3
2018-11-01,-0.3,-0.2,-0.5,-0.4,-4.83,-4.19,-8.41,-9.73,-14.01,1.41,0.2,0.5,-0.29,3.51,6.04,9.65,10.2,10.93,0.7,0.3,0.1,-0.53,345.0,-1.69,4.8,0.97,,,
2018-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.32,-16.05,-0.2
2018-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.35,-15.51,-0.2
2018-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4,-14.3,-0.2
2018-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.67,-14.18,-0.2
2018-12-01,-0.1,-0.2,-0.3,-0.3,-3.93,3.41,0.21,-3.66,-9.5,1.66,0.3,0.5,0.0,3.68,6.4,5.81,5.74,6.18,0.7,0.1,0.0,-1.04,233.0,-6.34,5.29,0.37,-13.26,-13.68,-0.2
2018-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.05,-13.1,-0.2
2018-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.46,-13.36,-0.2
2018-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.56,-12.08,-0.2
2018-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.76,-10.73,-0.1
2019-01-01,-0.2,-0.1,-0.1,0.0,5.51,4.49,-7.46,-0.22,-15.29,1.27,0.4,0.5,0.29,3.44,4.97,4.94,16.5,-11.75,0.5,0.1,-0.2,-2.5,-26.0,3.12,5.43,-0.62,,,
2019-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.4,-10.32,-0.2
2019-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.74,-9.62,-0.2
2019-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.89,-9.2,-0.1
2019-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.39,-10.1,-0.2
2019-02-01,-0.1,-0.3,-0.3,-0.4,-8.79,-6.39,2.41,-6.76,-4.8,0.75,0.1,0.3,-0.29,3.48,1.42,6.28,10.09,-0.45,0.3,0.2,0.0,-2.63,-291.0,-15.12,4.82,-1.42,,,
2019-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.52,-9.88,-0.1
2019-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.24,-9.76,-0.2
2019-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.01,-9.54,-0.1
2019-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.23,-8.75,-0.1
2019-03-01,0.0,-0.2,-0.2,-0.2,-5.6,-6.99,13.96,-4.17,-7.5,0.75,0.1,0.2,0.0,3.56,1.17,0.78,6.2,-5.85,0.2,0.0,-0.1,-2.91,266.0,-9.55,5.0,-1.71,,,
2019-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.81,-8.32,-0.1
