date,U-1 Unemployed 15+ Weeks as % of Labor Force YoY Chg,U-2 Job Losers as % of Labor Force YoY Chg,U-4 + Discouraged Workers YoY Chg,U-5 + Other Marginally Attached YoY Chg,Unemployed Less Than 5 Weeks (000s) YoY Chg,Unemployed 5-14 Weeks (000s) YoY Chg,Unemployed 15-26 Weeks (000s) YoY Chg,Total Unemployed (000s) YoY Chg,Average Duration of Unemployment (Weeks) YoY Chg,Civilian Labor Force Level (000s) YoY Chg,Labor Force Participation Rate YoY Chg,Employment-Population Ratio YoY Chg,Average Weekly Hours - All Employees YoY Chg,Average Hourly Earnings - Production Workers YoY Chg,Hires: Total Nonfarm YoY Chg,Total Separations: Total Nonfarm YoY Chg,Quits: Total Nonfarm YoY Chg,Layoffs and Discharges: Total Nonfarm YoY Chg,Job Openings Rate YoY Chg,Total Separations Rate YoY Chg,Layoffs and Discharges Rate YoY Chg,Multiple Jobholders (000s) YoY Chg,Multiple Jobholders as % of Employed YoY Chg,Part-Time for Economic Reasons (000s) YoY Chg,Aggregate Weekly Payrolls Index YoY Chg,Temp Help Services Employment (000s) YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
1965-01-01,-0.4,,,,-9.92,-5.54,-26.94,-11.34,-9.63,1.68,0.0,0.4,,3.2,,,,,,,,,,-1.85,,,,,
1965-02-01,-0.2,,,,2.05,-10.36,-3.98,-5.14,-4.55,1.62,-0.1,0.1,,3.6,,,,,,,,,,-10.25,,,,,
1965-03-01,-0.3,,,,-4.54,-8.45,-18.16,-11.14,-11.11,1.7,0.0,0.4,,3.98,,,,,,,,,,-6.93,,,,,
1965-04-01,-0.2,,,,-1.13,-14.6,-7.76,-8.24,-8.06,1.3,-0.3,0.1,,3.17,,,,,,,,,,-12.96,,,,,
1965-05-01,-0.3,,,,-0.65,-4.66,-18.26,-8.82,-18.38,1.46,-0.1,0.1,,3.97,,,,,,,,,,-11.07,,,,,
1965-06-01,-0.3,,,,-3.66,-9.02,-22.63,-11.2,-14.71,1.89,0.1,0.5,,3.95,,,,,,,,,,-12.64,,,,,
1965-07-01,-0.5,,,,11.31,-13.76,-25.05,-8.51,-21.09,2.4,0.5,0.8,,3.54,,,,,,,,,,-3.38,,,,,
1965-08-01,-0.3,,,,-4.89,-12.48,-4.69,-10.97,-8.46,2.05,0.3,0.6,,3.53,,,,,,,,,,-4.64,,,,,
1965-09-01,-0.3,,,,-4.46,-21.6,-17.72,-13.36,-6.3,1.65,0.0,0.5,,3.52,,,,,,,,,,-17.76,,,,,
1965-10-01,-0.3,,,,-12.6,-12.8,-28.51,-15.65,-3.97,2.09,0.3,0.8,,4.31,,,,,,,,,,-10.97,,,,,
1965-11-01,-0.4,,,,-4.07,-14.52,-30.99,-13.46,-16.43,2.06,0.3,0.7,,4.3,,,,,,,,,,-12.25,,,,,
1965-12-01,-0.3,,,,-14.11,-18.92,-17.57,-16.98,-10.24,2.22,0.4,1.0,,3.49,,,,,,,,,,-17.26,,,,,
1966-01-01,-0.3,,,,-6.33,-28.85,-17.57,-16.35,-2.46,2.2,0.4,1.0,,3.88,,,,,,,,,,-12.67,,,,,
1966-02-01,-0.4,,,,-13.65,-30.46,-36.09,-24.4,-11.11,1.49,0.1,0.9,,3.86,,,,,,,,,,-18.23,,,,,
1966-03-01,-0.3,,,,-10.52,-20.89,-27.92,-17.75,-7.5,1.52,0.1,0.7,,3.45,,,,,,,,,,-17.03,,,,,
1966-04-01,-0.3,,,,-10.53,-35.85,-24.3,-21.34,-5.26,1.5,0.2,0.8,,4.23,,,,,,,,,,-14.44,,,,,
1966-05-01,-0.3,,,,-2.34,-21.28,-35.32,-14.04,-8.11,1.32,0.0,0.5,,3.82,,,,,,,,,,-14.84,,,,,
1966-06-01,-0.5,,,,-0.54,-22.79,-41.25,-15.21,-16.38,1.66,0.3,0.8,,3.8,,,,,,,,,,0.69,,,,,
1966-07-01,-0.3,,,,-0.85,-15.64,-39.28,-12.87,-16.38,1.3,0.0,0.4,,4.18,,,,,,,,,,-7.03,,,,,
1966-08-01,-0.4,,,,0.56,-12.02,-36.21,-10.88,-17.65,1.92,0.4,0.7,,4.17,,,,,,,,,,-14.03,,,,,
1966-09-01,-0.4,,,,-4.43,-7.79,-23.94,-13.0,-15.13,2.09,0.6,0.9,,4.15,,,,,,,,,,-8.07,,,,,
1966-10-01,-0.3,,,,0.52,-15.22,-18.75,-10.98,-14.88,1.82,0.4,0.7,,4.14,,,,,,,,,,-14.35,,,,,
1966-11-01,-0.3,,,,-2.09,-13.3,-20.96,-9.86,-17.09,2.42,0.8,1.0,,4.12,,,,,,,,,,-16.32,,,,,
1966-12-01,-0.3,,,,10.17,-13.07,-24.04,-3.93,-16.67,2.06,0.5,0.7,,4.12,,,,,,,,,,-1.47,,,,,
1967-01-01,-0.2,,,,5.58,9.91,-14.11,-0.67,-21.85,1.93,0.5,0.4,,4.48,,,,,,,,,,4.85,,,,,
1967-02-01,-0.2,,,,6.05,13.72,-20.37,3.37,-17.86,2.09,0.5,0.4,,4.46,,,,,,,,,,23.25,,,,,
1967-03-01,-0.2,,,,4.14,6.76,-18.73,0.07,-19.82,1.67,0.3,0.2,,4.07,,,,,,,,,,21.15,,,,,
1967-04-01,-0.2,,,,-1.02,37.21,-21.6,2.37,-18.52,1.91,0.4,0.3,,4.06,,,,,,,,,,24.42,,,,,
1967-05-01,-0.2,,,,-3.07,10.23,6.02,-0.71,-14.71,1.76,0.3,0.3,,4.04,,,,,,,,,,-4.58,,,,,
1967-06-01,-0.1,,,,3.46,13.35,11.02,4.18,-14.43,2.15,0.5,0.4,,4.4,,,,,,,,,,-4.12,,,,,
1967-07-01,-0.1,,,,0.12,6.67,19.72,2.36,-14.43,2.28,0.5,0.5,,4.38,,,,,,,,,,-3.1,,,,,
1967-08-01,0.0,,,,-1.66,12.21,-6.95,1.55,-9.18,2.19,0.4,0.4,,4.73,,,,,,,,,,6.54,,,,,
1967-09-01,0.0,,,,7.2,12.86,0.0,5.72,-16.83,2.31,0.4,0.3,,4.35,,,,,,,,,,20.31,,,,,
1967-10-01,0.0,,,,12.26,23.33,7.69,12.33,-15.53,2.62,0.6,0.4,,4.33,,,,,,,,,,17.39,,,,,
1967-11-01,0.0,,,,12.07,16.62,16.67,10.69,-8.25,2.06,0.2,0.1,,4.68,,,,,,,,,,28.14,,,,,
1967-12-01,0.0,0.0,,,2.15,23.49,4.32,3.64,-9.47,2.41,0.4,0.3,,5.04,,,,,,,,,,5.83,,,,,
1968-01-01,0.0,0.0,,,-9.33,5.85,9.44,-3.03,1.08,1.23,-0.3,-0.1,,5.0,,,,,,,,,,-14.16,,,,,
1968-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,5.21,
1968-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,5.18,
1968-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43,5.09,
1968-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,4.87,
1968-02-01,0.0,-0.1,,,7.14,-1.97,12.02,2.95,-5.43,2.23,0.3,0.3,,4.98,,,,,,,,,,-7.28,,,,,
1968-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,5.28,
1968-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,4.22,
1968-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.06,2.06,
1968-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.84,0.13,
1968-03-01,0.0,0.0,,,4.1,-9.78,4.69,-0.42,-4.49,2.53,0.5,0.6,,5.69,,,,,,,,,,-14.08,,,,,
1968-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,-2.52,
1968-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.05,-4.74,
1968-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.52,-6.08,
1968-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.41,-7.96,
1968-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.32,-9.62,
1968-04-01,-0.1,-0.3,,,-7.18,-4.46,-3.94,-6.42,-1.14,1.94,0.1,0.3,,6.03,,,,,,,,,,-18.16,,,,,
1968-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.24,-11.66,
1968-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.57,-13.64,
1968-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.07,-15.3,
1968-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.47,-15.84,
1968-05-01,0.0,-0.3,,,-0.89,-17.68,-1.89,-6.45,-5.75,2.7,0.6,0.8,,6.01,,,,,,,,,,5.34,,,,,
1968-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.51,-16.41,
1968-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.03,-16.28,
1968-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.34,-15.85,
1968-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.37,-15.58,
1968-06-01,0.0,-0.5,,,2.99,-7.59,-10.66,-1.8,-4.82,2.39,0.4,0.5,,5.61,,,,,,,,,,-2.05,,,-15.97,-15.18,
1968-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.31,-14.5,
1968-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.18,-14.21,
1968-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.11,-13.9,
1968-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.99,-13.15,
1968-07-01,0.0,-0.3,,,0.3,-3.71,2.3,-2.07,1.2,1.94,0.2,0.2,,5.94,,,,,,,,,,-5.43,,,,,
1968-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.1,-13.1,
1968-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.47,-13.17,
1968-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.49,-14.28,
1968-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.06,-15.8,
1968-08-01,-0.1,-0.1,,,3.13,-17.56,-0.41,-6.01,-6.74,1.41,-0.1,0.1,,5.56,,,,,,,,,,-5.17,,,,,
1968-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.55,-16.16,
1968-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.45,-15.2,
1968-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.9,-12.84,
1968-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.29,-9.84,
1968-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.63,-9.33,
1968-09-01,-0.1,-0.3,,,-7.98,-12.74,-15.03,-9.2,-2.38,1.34,-0.2,0.1,,6.6,,,,,,,,,,-12.85,,,,,
1968-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.26,-9.28,
1968-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.45,-10.16,
1968-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.12,-11.12,
1968-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.42,-10.57,
1968-10-01,-0.1,-0.3,,,-12.89,-16.94,-14.29,-14.44,-3.45,0.92,-0.4,0.0,,6.57,,,,,,,,,,-13.62,,,,,
1968-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.01,-10.26,
1968-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.11,-10.43,
1968-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.84,-10.61,
1968-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.02,-11.0,
1968-11-01,-0.1,-0.3,,,-5.18,-15.14,-26.62,-11.45,-8.99,1.3,-0.2,0.1,,6.53,,,,,,,,,,-13.47,,,,,
1968-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.59,-11.89,
1968-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.98,-11.37,
1968-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.03,-9.69,
1968-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.42,-9.54,
1968-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.17,-8.41,
1968-12-01,-0.2,-0.4,,,-5.51,-13.04,-34.14,-11.03,-4.65,1.24,-0.2,0.1,,6.51,,,,,,,,9.39,,-6.4,,,,,
1968-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.81,-7.86,
1968-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.69,-9.28,
1968-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.05,-9.45,
1968-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.37,-8.51,
1969-01-01,-0.2,-0.4,,,6.58,-13.16,-33.23,-5.56,-13.83,2.51,0.4,0.6,,6.12,,,,,,,,9.21,,2.19,,,,,
1969-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.45,-7.43,
1969-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.41,-6.61,
1969-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.99,-6.34,
1969-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.91,-6.97,
1969-02-01,-0.2,-0.3,,,-15.67,2.13,-15.92,-10.3,-9.2,2.29,0.4,0.6,,6.44,,,,,,,,6.13,,-9.34,,,-6.31,-7.67,
1969-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,-7.67,
1969-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.45,-5.79,
1969-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.27,-5.63,
1969-03-01,-0.2,-0.3,,,-2.91,-1.79,-12.69,-5.74,-7.06,2.33,0.3,0.5,,6.4,,,,,,,,6.55,,3.08,,,-4.6,-5.2,
1969-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.18,-4.39,
1969-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.51,-5.15,
1969-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.72,-5.0,
1969-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.97,-5.59,
1969-04-01,0.0,0.0,,,11.42,-10.75,3.69,1.81,-9.2,2.57,0.5,0.5,,6.35,,,,,,,,7.89,,0.41,,,,,
1969-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,-4.67,
1969-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.69,-3.97,
1969-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.21,-3.32,
1969-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.74,-3.74,
1969-05-01,0.0,-0.1,,,5.23,-11.81,0.77,-0.99,-3.66,1.62,-0.1,0.0,,6.33,,,,,,,,4.35,,1.45,,,,,
1969-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.04,-5.44,
1969-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.69,-6.44,
1969-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.98,-7.12,
1969-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.24,-6.49,
1969-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,-6.49,
1969-06-01,0.0,0.0,,,-5.19,-2.08,0.41,-4.15,-2.53,1.99,0.1,0.2,,6.64,,,,,,,,5.09,,1.95,,,,,
1969-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.57,-7.23,
1969-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7,-7.16,
1969-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.53,-6.74,
1969-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.64,-5.41,
1969-07-01,0.0,0.0,,,2.37,-1.81,-18.73,-0.52,-7.14,2.35,0.3,0.4,,6.27,,,,,,,,5.21,,2.77,,,,,
1969-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.28,-3.54,
1969-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,-1.73,
1969-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,0.31,
1969-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,2.45,
1969-08-01,0.0,-0.2,,,-0.49,13.07,0.42,3.18,-4.82,2.91,0.7,0.6,,6.58,,,,,,,,5.76,,9.17,,,,,
1969-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,4.34,
1969-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,4.07,
1969-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.61,2.16,
1969-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.11,-0.34,
1969-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,-1.36,
1969-09-01,0.0,-0.1,,,10.37,23.3,0.0,13.18,-2.44,3.08,0.8,0.6,,6.19,,,,,,,,4.09,,12.54,,,,,
1969-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,-0.46,
1969-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,1.36,
1969-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.03,
1969-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,3.71,
1969-10-01,0.0,0.0,,,20.37,6.76,-5.56,13.39,-9.52,3.27,0.9,0.6,,6.49,,,,,,,,7.74,,14.98,,,,,
1969-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,3.69,
1969-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,4.1,
1969-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,5.23,
1969-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,6.81,
1969-11-01,0.0,0.0,,,-0.82,15.62,8.85,5.19,-1.23,2.76,0.6,0.5,,6.45,,,,,,,,5.92,,8.15,,,11.19,8.6,
1969-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48,10.16,
1969-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,10.59,
1969-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,11.38,
1969-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68,12.26,
1969-12-01,0.1,0.2,,,3.8,10.38,47.12,7.41,-2.44,2.72,0.5,0.4,,6.43,,,,,,,,6.67,,6.74,,,,,
1969-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33,13.23,
1969-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,16.21,14.87,
1969-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,17.78,16.0,
1969-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,16.85,16.55,
1970-01-01,0.1,0.3,,,15.83,18.85,37.8,17.77,-2.47,3.09,0.8,0.4,,6.09,,,,,,,,6.76,,14.0,,,,,
1970-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14,17.51,
1970-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,23.11,19.22,
1970-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,27.89,21.68,
1970-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88,24.69,
1970-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,26.46,
1970-02-01,0.2,0.5,,,35.23,21.44,27.16,28.27,1.27,2.66,0.4,0.0,,6.05,,,,,,,,6.19,,11.99,,,,,
1970-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,27.79,
1970-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,28.23,
1970-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,28.33,
1970-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,30.24,29.39,
1970-03-01,0.2,0.6,,,23.39,47.14,50.85,34.03,5.06,3.02,0.7,0.0,,6.33,,,,,,,,8.31,,9.39,,,,,
1970-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,30.11,
1970-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,34.81,31.4,
1970-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,39.87,34.02,
1970-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,47.65,38.29,
1970-04-01,0.2,0.6,,,33.69,44.76,58.1,37.67,3.8,3.05,0.6,0.0,,5.66,,,,,,,,8.07,,34.85,,,,,
1970-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19,42.08,
1970-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,51.05,46.15,
1970-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,61.27,51.46,
1970-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,76.21,58.34,
1970-05-01,0.2,1.0,,,27.9,88.89,37.93,44.45,8.86,2.94,0.5,-0.3,,5.64,,,,,,,,6.25,,26.82,,,,,
1970-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,67.03,
1970-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,81.43,74.81,
1970-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,82.72,80.25,
1970-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,81.61,81.58,
1970-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,82.89,82.16,
1970-06-01,0.3,1.0,,,26.2,61.45,77.46,44.57,11.69,2.22,0.1,-0.7,,5.92,,,,,,,,4.91,,12.48,,,,,
1970-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,83.17,82.59,
1970-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,83.37,82.76,
1970-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,84.19,83.41,
1970-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,82.76,83.37,
1970-07-01,0.3,0.9,,,26.45,62.87,97.24,45.57,14.1,2.57,0.3,-0.6,,5.9,,,,,,,,6.71,,24.4,,,,,
1970-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,72.85,80.68,
1970-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,71.06,77.53,
1970-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,75.09,75.33,
1970-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,72.79,72.94,
1970-08-01,0.4,1.1,,,33.29,55.84,88.38,49.02,11.39,2.19,0.0,-0.9,,6.17,,,,,,,,6.01,,13.82,,,68.74,71.89,
1970-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,72.92,72.35,
1970-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,81.16,73.82,
1970-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,85.85,77.01,
1970-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,86.69,81.6,
1970-09-01,0.4,1.3,,,32.01,50.36,108.64,46.58,11.25,2.05,-0.1,-1.1,,5.83,,,,,,,,4.61,,10.73,,,,,
1970-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,79.66,83.3,
1970-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,91.13,85.79,
1970-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,91.04,87.08,
1970-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,92.63,88.56,
1970-10-01,0.4,1.4,,,31.53,72.33,115.13,50.57,14.47,2.19,0.0,-1.1,,5.18,,,,,,,,2.91,,20.65,,,,,
1970-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,96.19,92.77,
1970-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,100.64,95.15,
1970-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,97.67,96.8,
1970-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,98.68,98.29,
1970-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,95.36,98.07,
1970-11-01,0.5,1.5,,,47.97,92.91,119.11,71.5,16.25,2.64,0.2,-1.2,,5.15,,,,,,,,3.74,,23.85,,,,,
1970-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,98.87,97.64,
1970-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,98.39,97.83,
1970-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,97.32,97.49,
1970-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,89.27,95.89,
1970-12-01,0.8,1.5,,,49.46,79.61,155.87,76.01,22.5,2.51,0.2,-1.4,,5.74,,,,,,,,1.92,,30.07,,,,,
1970-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,85.64,92.55,
1970-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,77.86,87.37,
1970-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64,82.55,
1970-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,64.65,76.27,
1971-01-01,0.8,1.3,,,27.89,74.28,137.15,55.76,32.91,2.28,0.0,-1.2,,6.65,,,,,,,,3.99,,26.31,,,,,
1971-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,57.81,69.22,
1971-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,56.98,64.03,
1971-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,53.17,58.08,
1971-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,50.65,54.61,
1971-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,50.61,52.83,
1971-02-01,0.7,1.1,,,11.69,55.82,100.65,41.99,30.0,1.77,-0.3,-1.3,,6.61,,,,,,,,2.49,,24.98,,,,,
1971-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,51.75,51.54,
1971-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,43.88,49.17,
1971-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,50.14,49.05,
1971-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,45.52,47.78,
1971-03-01,0.7,0.9,,,8.39,44.48,82.72,37.19,27.71,1.31,-0.6,-1.5,,5.95,,,,,,,,2.49,,22.85,,,,,
1971-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,47.75,46.81,
1971-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,46.02,47.34,
1971-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,42.86,45.51,
1971-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34,44.17,
1971-04-01,0.7,0.9,,,3.13,42.41,73.75,30.6,32.93,1.47,-0.5,-1.3,,6.55,,,,,,,,-0.19,,6.65,,,,,
1971-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,35.73,41.13,
1971-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,35.94,38.65,
1971-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,30.85,35.63,
1971-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,21.68,30.81,
1971-05-01,0.7,0.6,,,5.69,26.19,84.72,27.48,30.23,2.0,-0.1,-0.9,,7.12,,,,,,,,1.91,,9.37,,,19.11,26.55,
1971-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98,22.2,
1971-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,18.42,19.27,
1971-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,18.61,18.53,
1971-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14,18.78,
1971-06-01,0.6,0.5,,,3.81,24.5,44.57,21.57,34.88,1.48,-0.4,-1.1,,6.47,,,,,,,,5.6,,3.31,,,,,
