date,CPI All Urban Consumers Period %,CPI Less Food & Energy (Core) Period %,CPI Food & Beverages Period %,CPI Energy Period %,CPI Shelter Period %,CPI Medical Care Period %,CPI Transportation Period %,CPI Apparel Period %,CPI Education & Communication Period %
1947-02-01,0.6518,,,,,0.7576,0.0,1.0417,
1947-03-01,1.7576,,,,,0.0,1.1173,1.5464,
1947-04-01,0.0,,,,,0.7519,1.105,0.7614,
1947-05-01,-0.2273,,,,,0.7463,0.0,0.2519,
1947-06-01,0.5923,,,,,0.0,0.5464,0.5025,
1947-07-01,0.6793,,,,,0.0,0.5435,0.0,
1947-08-01,0.7647,,,,,0.7407,0.0,0.25,
1947-09-01,1.9643,,,,,0.7353,1.0811,0.2494,
1947-10-01,0.3065,,,,,0.7299,0.5348,0.4975,
1947-11-01,0.6547,,,,,0.0,1.0638,0.495,
1947-12-01,1.5178,,,,,0.7246,0.5263,0.9852,
1948-01-01,1.1534,,,,,0.7194,2.6178,0.7317,
1948-02-01,-0.0422,,,,,0.0,-0.5102,1.2107,
1948-03-01,-0.7182,,,,,0.7143,0.5128,0.4785,
1948-04-01,1.3617,,,,,1.4184,1.5306,0.2381,
1948-05-01,0.7976,,,,,0.0,0.0,0.9501,
1948-06-01,0.5831,,,,,0.6993,0.5025,-0.2353,
1948-07-01,1.0352,,,,,0.6944,5.0,0.7075,
1948-08-01,0.123,,,,,0.6897,1.4286,0.9368,
1948-09-01,-0.2865,,,,,-0.6849,0.4695,0.0,
1948-10-01,-0.2053,,,,,0.6897,0.4673,0.0,
1948-11-01,-0.617,,,,,0.6849,0.4651,-0.232,
1948-12-01,-0.4553,,,,,0.0,0.0,0.0,
1949-01-01,-0.1663,,,,,0.0,0.0,-1.8605,
1949-02-01,-0.4165,,,,,0.6803,0.9259,-0.9479,
1949-03-01,0.0,,,,,0.0,0.4587,-0.4785,
1949-04-01,0.0418,,,,,0.0,0.4566,-0.7212,
1949-05-01,-0.0418,,,,,0.0,0.9091,-0.4843,
1949-06-01,0.0418,,,,,0.0,-0.4505,-0.2433,
1949-07-01,-0.9197,,,,,0.0,0.4525,-0.4878,
1949-08-01,0.0,,,,,0.6757,0.4505,-0.7353,
1949-09-01,0.211,,,,,0.0,-0.4484,-0.7407,
1949-10-01,-0.3368,,,,,0.0,0.4505,-0.7463,
1949-11-01,0.1267,,,,,0.0,0.0,-0.2506,
1949-12-01,-0.3797,,,,,0.0,0.8969,0.0,
1950-01-01,-0.4235,,,,,0.0,-0.4444,-0.2513,
1950-02-01,0.4254,,,,,0.6711,0.0,0.0,
1950-03-01,0.1271,,,,,-0.6667,0.0,0.0,
1950-04-01,0.0423,,,,,0.6711,0.0,0.0,
1950-05-01,0.5074,,,,,0.0,0.4464,0.0,
1950-06-01,0.4628,,,,,0.0,0.0,0.0,
1950-07-01,0.7956,,,,,0.6667,0.8889,0.5038,
1950-08-01,0.5401,,,,,0.0,0.8811,0.5013,
1950-09-01,0.5785,,,,,0.6623,0.0,1.2469,
1950-10-01,0.6574,,,,,0.6579,0.0,1.4778,
1950-11-01,0.4082,,,,,0.0,0.4367,0.7282,
1950-12-01,1.5447,,,,,0.6536,0.8696,0.9639,
1951-01-01,1.6013,,,,,0.0,0.431,1.6706,
1951-02-01,1.773,,,,,0.6494,1.2876,1.6432,
1951-03-01,0.1936,,,,,1.2903,0.8475,0.4619,
1951-04-01,0.1546,,,,,0.0,0.4202,0.6897,
1951-05-01,0.2701,,,,,0.6369,0.4184,0.2283,
1951-06-01,-0.2309,,,,,0.0,0.4167,0.0,
1951-07-01,-0.0771,,,,,0.0,0.0,0.2278,
1951-08-01,-0.193,,,,,0.6329,0.4149,0.0,
1951-09-01,0.6574,,,,,0.0,0.8264,1.8182,
1951-10-01,0.4994,,,,,0.6289,0.4098,-0.2232,
1951-11-01,0.6116,,,,,0.625,1.2245,-0.6711,
1951-12-01,0.5699,,,,,1.2422,0.4032,-0.2252,
1952-01-01,-0.0756,,,,,0.0,0.4016,-0.9029,
1952-02-01,-0.1512,,,,,0.6135,0.8,0.0,
1952-03-01,-0.0757,,,,,0.6098,0.3968,-0.4556,
1952-04-01,0.2653,,,,,0.0,0.7905,-0.2288,
1952-05-01,0.0378,,,,,0.0,0.3922,0.0,
1952-06-01,0.2267,,,,,1.8182,0.7812,-0.2294,
1952-07-01,0.5654,,,,,0.5952,0.7752,0.0,
1952-08-01,0.0375,,,,,0.0,-0.3846,-0.2299,
1952-09-01,-0.2248,,,,,0.0,0.3861,-0.2304,
1952-10-01,0.2253,,,,,0.0,0.3846,-0.4619,
1952-11-01,0.0,,,,,0.0,0.3831,-0.232,
1952-12-01,0.0749,,,,,0.5917,0.0,0.0,
1953-01-01,-0.2621,,,,,0.0,0.3817,0.0,
1953-02-01,-0.1877,,,,0.4608,0.0,-0.3802,0.0,
1953-03-01,0.1504,,,,0.0,0.0,0.3817,0.0,
1953-04-01,0.2253,,,,0.4587,0.5882,0.3802,0.2326,
1953-05-01,0.0375,,,,0.0,0.5848,0.0,0.232,
1953-06-01,0.2622,,,,0.0,0.5814,0.3788,0.2315,
1953-07-01,0.0747,,,,0.4566,0.0,0.3774,0.0,
1953-08-01,0.224,,,,0.0,0.578,0.3759,-0.2309,
1953-09-01,0.149,,,,0.4545,0.5747,0.0,0.0,
1953-10-01,0.2231,,,,0.4525,0.0,-0.3745,0.0,
1953-11-01,-0.3711,,,,0.0,0.5714,-1.1278,0.2315,
1953-12-01,0.0745,,,,0.4505,0.0,-0.3802,-0.2309,
1954-01-01,0.2605,,,,0.0,0.0,1.145,0.2315,
1954-02-01,0.1856,,,,0.0,0.5682,-0.7547,-0.2309,
1954-03-01,-0.2223,,,,0.4484,0.0,0.0,-0.463,
1954-04-01,-0.2599,,,,0.0,0.565,0.3802,0.0,
1954-05-01,0.2606,,,,0.4464,0.0,0.0,0.2326,
1954-06-01,0.0371,,,,0.0,0.0,0.0,0.232,
1954-07-01,-0.297,,,,0.0,0.0,-1.5152,-0.2315,
1954-08-01,-0.0372,,,,0.0,0.5618,-0.3846,-0.232,
1954-09-01,-0.149,,,,0.4444,0.0,0.0,-0.2326,
1954-10-01,-0.3357,,,,0.0,0.0,-1.9305,0.0,
1954-11-01,0.2246,,,,0.0,0.5587,1.5748,0.0,
1954-12-01,-0.0373,,,,0.4425,0.0,0.0,0.0,
1955-01-01,0.0,,,,0.0,0.0,0.3876,-0.2331,
1955-02-01,0.1868,,,,0.0,0.5556,0.0,0.0,
1955-03-01,-0.1119,,,,0.0,0.0,0.0,-0.2336,
1955-04-01,0.0,,,,0.0,0.0,-1.1583,0.2342,
1955-05-01,-0.0747,,,,0.0,0.5525,0.3906,0.0,
1955-06-01,-0.2241,,,,0.0,0.0,0.3891,0.0,
1955-07-01,0.1872,,,,0.0,0.0,-0.3876,0.0,
1955-08-01,-0.1495,,,,0.4405,0.5495,-0.3891,0.2336,
1955-09-01,0.4865,,,,0.0,0.0,0.3906,0.2331,
1955-10-01,-0.1117,,,,0.4386,0.5464,0.3891,0.0,
1955-11-01,0.2237,,,,0.0,0.5435,0.7752,0.0,
1955-12-01,-0.0372,,,,0.0,0.5405,-0.7692,0.2326,
1956-01-01,-0.1489,,,,0.0,0.0,0.0,0.232,
1956-02-01,0.1118,,,,0.0,0.5376,0.0,0.6944,
1956-03-01,0.1117,,,,0.0,0.0,0.0,0.0,
1956-04-01,0.1488,,,,0.0,0.5348,0.0,0.2299,
1956-05-01,0.3713,,,,0.0,0.0,0.7752,0.0,
1956-06-01,0.444,,,,0.8734,0.0,0.0,0.0,
1956-07-01,0.5157,,,,0.4329,0.5319,0.7692,0.4587,
1956-08-01,0.0733,,,,0.431,0.5291,0.3817,0.2283,
1956-09-01,0.1465,,,,0.0,0.5263,0.3802,0.2278,
1956-10-01,0.585,,,,0.0,0.0,2.2727,0.0,
1956-11-01,0.0,,,,0.0,0.0,-0.3704,0.2273,
1956-12-01,0.4362,,,,0.8584,0.5236,0.3717,0.4535,
1957-01-01,0.1448,,,,0.0,0.5208,0.7407,0.0,
1957-02-01,0.4698,0.3509,,0.4695,0.8511,0.0,0.7353,0.0,
1957-03-01,0.2158,0.3497,,0.4673,0.4219,0.5181,0.365,0.4515,
1957-04-01,0.2513,0.3484,,0.4651,0.4202,0.5155,0.7273,-0.2247,
1957-05-01,0.2506,0.0,,0.0,0.0,0.5128,-0.361,0.2252,
1957-06-01,0.3929,0.3472,,0.0,0.0,0.5102,0.3623,0.0,
1957-07-01,0.2846,0.346,,-0.463,0.4184,0.0,0.361,0.0,
1957-08-01,0.3193,0.0,,-0.4651,0.0,0.5076,0.0,0.2247,
1957-09-01,0.1414,0.3448,,0.0,0.4167,0.0,0.3597,-0.2242,
1957-10-01,0.0,0.3436,,0.0,0.4149,0.5051,-1.4337,0.2247,
1957-11-01,0.3178,0.3425,,0.4673,0.0,0.5025,2.9091,0.2242,
1957-12-01,0.2112,0.0,,0.0,0.4132,0.5,-0.7067,-0.2237,
1958-01-01,0.5971,0.0,,0.4651,0.0,0.4975,0.0,0.4484,
1958-02-01,0.2095,0.3413,,-1.3889,0.4115,0.0,0.3559,-0.2232,
1958-03-01,0.5923,0.3401,,0.4695,0.0,0.495,0.3546,0.0,
1958-04-01,0.2425,0.0,,0.0,0.4098,0.4926,0.0,0.0,
1958-05-01,0.0,0.0,,0.4673,0.4082,0.4902,0.3534,0.0,
1958-06-01,-0.1037,0.339,,0.0,-0.4065,0.4878,0.0,0.2237,
1958-07-01,-0.0692,0.0,,0.4651,0.0,0.4854,1.0563,-0.2232,
1958-08-01,0.1731,0.0,,0.463,0.0,0.0,0.3484,0.0,
1958-09-01,-0.1037,0.3378,,0.0,0.0,0.9662,0.3472,-0.4474,
1958-10-01,0.0,0.0,,0.0,-0.4082,0.4785,0.0,0.0,
1958-11-01,0.1384,0.3367,,-1.3825,0.4098,0.0,0.692,0.4494,
1958-12-01,0.0691,0.3356,,0.0,0.0,0.4762,0.3436,0.0,
1959-01-01,0.1381,0.0,,0.0,0.0,0.0,0.3425,0.2237,
1959-02-01,-0.0345,0.0,,0.9346,0.0,0.4739,0.3413,-0.2232,
1959-03-01,-0.1034,0.3344,,0.463,0.4082,0.4717,0.6803,0.0,
1959-04-01,0.0345,0.0,,0.4608,0.0,0.0,0.3378,0.2237,
1959-05-01,0.207,0.3333,,0.0,0.4065,0.4695,0.0,0.2232,
1959-06-01,0.241,0.3322,,0.4587,0.0,0.4673,0.3367,0.2227,
1959-07-01,0.1374,0.0,,-0.4566,0.0,0.0,0.3356,0.2222,
1959-08-01,0.1029,0.0,,0.4587,0.4049,0.4651,0.0,0.2217,
1959-09-01,0.2399,0.3311,,0.0,0.0,0.463,0.3344,0.2212,
1959-10-01,0.3419,0.33,,1.3699,0.4032,0.0,0.3333,0.0,
1959-11-01,0.0,0.0,,0.0,0.4016,0.4608,0.0,0.0,
1959-12-01,0.2044,0.3289,,0.4505,0.0,0.0,0.0,0.0,
1960-01-01,-0.136,0.0,,0.0,0.0,0.4587,-0.3322,0.0,
1960-02-01,0.1362,0.3279,,-0.4484,0.4,0.4566,0.0,0.4415,
1960-03-01,0.0,0.0,,0.4505,0.0,0.4545,-0.3333,0.0,
1960-04-01,0.442,0.0,,0.4484,0.3984,0.4525,0.0,0.2198,
1960-05-01,0.1016,0.0,,-0.4464,0.0,0.0,-0.3344,0.2193,
1960-06-01,0.1353,0.3268,,0.4484,0.0,0.0,0.0,0.0,
1960-07-01,-0.2026,-0.3257,,0.4464,0.0,0.4505,0.0,0.2188,
1960-08-01,0.203,0.0,,0.0,0.3968,0.0,0.0,0.0,
1960-09-01,0.0,0.0,,0.4444,0.0,0.4484,-0.6711,0.2183,
1960-10-01,0.4728,0.6536,,-0.4425,0.3953,0.0,0.0,0.2179,
1960-11-01,0.1008,0.0,,0.8889,0.0,0.4464,0.0,-0.2174,
1960-12-01,0.1007,-0.3247,,-0.4405,0.0,0.4444,0.3378,0.0,
1961-01-01,0.1006,0.3257,,0.4425,0.0,0.0,0.0,0.2179,
1961-02-01,0.0,0.0,,-0.4405,0.0,0.4425,0.3367,0.0,
1961-03-01,0.0,0.3247,,0.0,0.0,0.0,0.0,0.0,
1961-04-01,-0.1005,0.0,,-1.7699,0.0,0.4405,0.0,-0.2174,
1961-05-01,0.1006,0.0,,0.9009,0.0,0.0,0.6711,0.2179,
1961-06-01,0.0,0.3236,,0.4464,0.0,0.4386,0.3333,0.0,
1961-07-01,0.2681,0.0,,0.0,0.3937,0.0,0.6645,0.2174,
1961-08-01,0.0668,0.3226,,0.0,-0.3922,0.4367,0.33,0.0,
1961-09-01,0.1336,0.0,,0.4444,0.3937,0.4348,0.3289,0.2169,
1961-10-01,0.0,0.0,,-0.885,0.0,0.0,0.0,0.0,
1961-11-01,0.0,0.3215,,0.4464,0.3922,0.0,-0.3279,-0.2165,
1961-12-01,0.1001,0.0,,-0.4444,0.0,0.4329,-0.3289,0.0,
1962-01-01,0.1,0.0,,0.0,0.0,0.0,0.33,-0.2169,
1962-02-01,0.233,0.0,,0.8929,0.0,0.431,0.3289,0.2174,
1962-03-01,0.1993,0.3205,,-0.885,0.0,0.4292,0.0,0.2169,
1962-04-01,0.1326,0.0,,1.3393,0.0,0.0,1.3115,0.0,
1962-05-01,0.0993,0.3195,,0.0,0.3906,0.4274,0.0,0.0,
1962-06-01,-0.0992,0.0,,-0.8811,0.3891,0.0,0.0,0.2165,
1962-07-01,0.0331,0.0,,-0.8889,0.0,0.4255,-0.9709,0.216,
1962-08-01,0.1985,0.3185,,0.4484,0.0,0.0,0.6536,-0.431,
1962-09-01,0.4624,0.0,,1.7857,0.0,0.0,0.6494,0.8658,
1962-10-01,-0.1315,0.0,,-0.4386,0.0,0.4237,-0.3226,0.2146,
1962-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,-0.4283,
1962-12-01,0.0,0.3175,,0.4405,0.0,0.4219,0.0,-0.2151,
1963-01-01,0.1975,-0.3165,,0.0,0.3876,0.4202,-0.9709,0.431,
1963-02-01,0.1314,0.3175,,-0.4386,0.0,0.0,0.3268,0.2146,
1963-03-01,0.0984,0.3165,,0.0,0.3861,0.0,0.3257,0.0,
1963-04-01,-0.0983,0.0,,-0.4405,0.0,0.0,0.0,0.2141,
1963-05-01,0.0984,0.0,,0.0,0.0,0.4184,0.3247,-0.2137,
1963-06-01,0.3278,0.3155,,-0.4425,0.0,0.4167,0.0,0.2141,
1963-07-01,0.2614,0.0,,0.8889,0.3846,0.0,0.0,0.2137,
1963-08-01,0.1955,0.3145,,-0.4405,0.0,0.4149,0.3236,0.2132,
1963-09-01,-0.0976,0.0,,-0.4425,0.0,0.0,0.0,0.0,
1963-10-01,0.0977,0.3135,,0.8889,0.3831,0.0,0.6452,0.2128,
1963-11-01,0.0976,0.0,,-0.4405,0.0,0.4132,-0.3205,0.2123,
1963-12-01,0.3249,0.3125,,0.0,0.3817,0.0,0.3215,0.0,
1964-01-01,0.1943,0.3115,,0.885,0.0,0.4115,0.641,0.0,
1964-02-01,-0.097,0.0,,-2.6316,0.3802,0.0,-0.3185,0.0,
1964-03-01,0.0971,0.0,,1.8018,0.0,0.0,0.3195,0.0,
1964-04-01,0.0323,0.0,,-0.4425,0.0,0.4098,-0.3185,0.2119,
1964-05-01,0.0969,0.0,,0.0,0.0,0.0,0.0,0.0,
1964-06-01,0.0968,0.3106,,0.4444,0.0,0.4082,0.3195,0.0,
1964-07-01,0.0322,0.0,,-0.4425,0.3788,0.0,-0.3185,0.2114,
1964-08-01,0.0967,0.0,,0.4444,0.0,0.4065,0.3195,0.0,
1964-09-01,0.0966,0.0,,-0.4425,0.3774,0.0,-0.3185,-0.4219,
1964-10-01,0.1287,0.3096,,0.0,0.0,0.0,0.0,0.0,
1964-11-01,0.2892,0.3086,,0.0,0.3759,0.4049,0.3195,0.2119,
1964-12-01,0.1282,0.0,,0.4444,0.0,0.0,0.9554,0.2114,
1965-01-01,0.096,0.3077,,0.885,0.3745,0.0,0.6309,0.211,
1965-02-01,0.0,0.0,,-0.4386,0.3731,0.4032,-0.3135,0.0,
1965-03-01,0.0959,0.0,,-0.4405,0.0,0.4016,0.0,0.0,
1965-04-01,0.2236,0.3067,,1.3274,0.0,0.0,0.3145,0.2105,
1965-05-01,0.3187,0.0,,0.4367,0.0,0.4,0.3135,0.2101,
1965-06-01,0.413,0.0,,0.4348,0.0,0.0,-0.3125,0.2096,
1965-07-01,-0.0949,0.0,,-0.4329,0.3717,0.7968,0.0,-0.2092,
1965-08-01,-0.095,0.0,,0.0,0.0,0.0,0.0,0.2096,
1965-09-01,0.2219,0.3058,,0.4348,0.0,0.0,0.0,0.0,
1965-10-01,0.0949,0.0,,-0.4329,0.3704,0.3953,-0.3135,0.2092,
1965-11-01,0.316,0.3049,,0.4348,0.369,0.3937,0.3145,0.2088,
1965-12-01,0.315,0.304,,0.0,0.0,0.0,0.3135,0.2083,
1966-01-01,0.0942,0.0,,0.0,0.3676,0.3922,-0.3125,0.4158,
1966-02-01,0.6274,0.303,,0.4329,0.0,0.0,0.3135,0.207,
1966-03-01,0.3117,0.0,,0.0,0.3663,0.7812,0.3125,0.2066,
1966-04-01,0.3108,0.6042,,0.0,0.7299,0.3876,0.3115,0.4124,
1966-05-01,0.2169,0.3003,,0.0,0.3623,0.3861,-0.3106,0.2053,
1966-06-01,0.0927,0.2994,,0.431,0.722,0.3846,0.3115,0.2049,
1966-07-01,0.2162,0.2985,,0.4292,0.0,0.7663,0.9317,0.409,
1966-08-01,0.6163,0.2976,,-0.4274,0.0,0.3802,0.3077,0.0,
1966-09-01,0.3063,0.2967,,0.4292,0.3584,1.1364,0.0,0.611,
1966-10-01,0.3053,0.5917,,0.0,0.7143,0.7491,0.3067,0.4049,
1966-11-01,0.0913,0.0,,0.4274,0.0,0.7435,0.3058,0.2016,
1966-12-01,0.1217,0.2941,,0.0,0.3546,0.369,-0.6098,0.4024,
1967-01-01,-0.0608,0.2933,,0.4255,0.3534,0.7353,0.0,0.4008,
