date,Civilian Labor Force Level (000s) Period %,Labor Force Participation Rate Period %,Employment-Population Ratio Period %,Total Nonfarm Payrolls (000s) Period %,Average Hourly Earnings - All Employees Period %,Average Weekly Hours - All Employees Period %,Average Hourly Earnings - Production Workers Period %
2011-04-01,0.1089,0.0,0.0,0.2392,0.1749,0.2915,0.3109
2011-05-01,-0.0417,-0.1558,-0.1712,0.0805,0.2619,0.0,0.2583
2011-06-01,-0.0867,-0.156,-0.1715,0.1731,0.1306,-0.2907,0.0
2011-07-01,-0.0378,0.0,0.0,0.0462,0.4783,0.2915,0.3606
2011-08-01,0.3079,0.1562,0.1718,0.1008,-0.2164,-0.2907,-0.0513
2011-09-01,0.2413,0.156,0.1715,0.1658,0.2168,0.2915,0.1027
2011-10-01,-0.1103,-0.1558,0.0,0.1579,0.3029,0.2907,0.3592
2011-11-01,0.1085,0.0,0.3425,0.1034,0.0431,-0.2899,0.0
2011-12-01,-0.0863,-0.156,0.0,0.1492,0.1294,0.0,0.0511
2012-01-01,0.2507,-0.4687,-0.3413,0.2694,0.1723,0.2907,0.1022
2012-02-01,0.1878,0.157,0.1712,0.1974,0.086,0.0,-0.051
2012-03-01,0.0504,0.0,0.0,0.179,0.3436,0.0,0.3064
2012-04-01,-0.1318,-0.1567,-0.1709,0.0576,0.1284,-0.2899,0.2037
2012-05-01,0.2077,0.0,0.1712,0.08,0.0855,-0.2907,0.0
2012-06-01,0.1401,0.157,0.1709,0.0605,0.2136,0.2915,0.1524
2012-07-01,-0.0871,-0.1567,-0.1706,0.1075,0.1279,0.0,0.2029
2012-08-01,-0.1194,-0.314,-0.1709,0.1357,-0.0426,0.0,-0.0506
2012-09-01,0.2565,0.1575,0.5137,0.1325,0.3833,0.0,0.2533
2012-10-01,0.2539,0.3145,0.1704,0.113,-0.0424,0.0,0.0
2012-11-01,-0.1389,-0.3135,-0.1701,0.1158,0.2971,0.0,0.2527
2012-12-01,0.1867,0.1572,0.0,0.1847,0.3809,0.2907,0.3024
2013-01-01,0.0867,0.0,-0.1704,0.1355,0.0843,-0.2899,0.1508
2013-02-01,-0.2895,-0.471,0.0,0.2137,0.1685,0.2907,0.3011
2013-03-01,-0.1977,-0.1577,-0.1706,0.1055,0.0841,0.0,0.1001
2013-04-01,0.251,0.158,0.1709,0.1356,0.2941,-0.2899,0.1499
2013-05-01,0.0914,0.0,0.0,0.1641,0.0838,0.0,0.0499
2013-06-01,0.1369,0.0,0.0,0.1345,0.293,0.2907,0.399
2013-07-01,-0.0963,-0.1577,0.1706,0.0822,0.0835,-0.2899,0.0497
2013-08-01,0.0039,0.0,0.0,0.187,0.1668,0.2907,0.149
2013-09-01,0.0527,-0.158,0.0,0.1281,0.1665,-0.2899,0.2975
2013-10-01,-0.6513,-0.6329,-0.6814,0.1608,0.1247,0.0,0.0989
2013-11-01,0.3827,0.3185,0.5146,0.2014,0.2906,0.0,0.2963
2013-12-01,-0.0535,-0.1587,0.1706,0.0401,0.0828,0.0,0.1477
2014-01-01,0.1095,0.0,0.1704,0.1376,0.1654,0.0,0.2458
2014-02-01,0.0843,0.0,-0.1701,0.1098,0.4542,-0.2907,0.5885
2014-03-01,0.3505,0.318,0.3407,0.1982,-0.0822,0.5831,-0.0488
2014-04-01,-0.4224,-0.4754,0.0,0.2268,0.1234,0.0,0.0488
2014-05-01,0.2027,0.1592,0.0,0.1555,0.2465,0.0,0.0975
2014-06-01,0.0148,-0.159,0.1698,0.2426,0.2459,0.0,0.341
2014-07-01,0.1927,0.1592,0.0,0.1606,0.0818,0.0,0.0485
2014-08-01,0.0788,0.0,0.0,0.1417,0.2451,0.2899,0.2426
2014-09-01,-0.0576,-0.159,0.1695,0.2111,0.0815,-0.289,0.0
2014-10-01,0.2416,0.1592,0.3384,0.1684,0.1221,0.2899,0.1936
2014-11-01,0.0492,0.0,-0.1686,0.2082,0.2847,0.0,0.3382
2014-12-01,-0.1035,-0.159,0.1689,0.1963,-0.1217,0.0,-0.2889
2015-01-01,0.4465,0.1592,0.0,0.1453,0.4466,-0.289,0.4346
2015-02-01,-0.2458,-0.318,-0.1686,0.1843,0.2021,0.2899,0.1923
2015-03-01,-0.0006,-0.1595,0.0,0.0682,0.242,-0.289,0.3359
2015-04-01,0.2662,0.3195,0.1689,0.1937,0.161,0.0,0.0478
2015-05-01,0.3763,0.1592,0.1686,0.2422,0.3214,0.0,0.2868
2015-06-01,-0.3736,-0.318,0.0,0.1208,0.0,0.0,0.0953
2015-07-01,-0.0414,-0.1595,-0.1684,0.199,0.1602,0.2899,0.1429
2015-08-01,0.1115,0.0,0.1686,0.0944,0.3599,0.0,0.3804
2015-09-01,-0.2793,-0.3195,-0.3367,0.1055,0.0398,-0.289,-0.0947
2015-10-01,0.2769,0.1603,0.1689,0.2137,0.3584,0.0,0.4742
2015-11-01,0.1883,0.0,0.1686,0.1606,0.1984,0.0,0.0944
2015-12-01,0.3633,0.32,0.3367,0.1884,0.0,0.0,0.0943
2016-01-01,0.155,0.0,0.1678,0.093,0.4752,0.2899,0.3768
2016-02-01,0.2274,0.1595,0.1675,0.1369,0.0394,-0.578,0.0939
2016-03-01,0.3398,0.3185,0.0,0.1785,0.2758,0.0,0.2813
2016-04-01,-0.0239,-0.1587,-0.1672,0.1336,0.3143,0.0,0.3273
2016-05-01,-0.2243,-0.318,0.0,0.032,0.1958,0.0,0.0932
2016-06-01,0.1153,0.0,0.0,0.1716,0.1564,0.0,0.1862
2016-07-01,0.1428,0.1595,0.1675,0.2588,0.2732,0.2907,0.2788
2016-08-01,0.2312,0.1592,0.0,0.0976,0.0779,-0.5797,0.0927
2016-09-01,0.0953,0.0,-0.1672,0.2115,0.2334,0.2915,0.0926
2016-10-01,-0.0682,-0.159,0.0,0.0676,0.5045,0.0,0.4163
2016-11-01,-0.062,-0.1592,0.0,0.0813,0.0,0.0,0.0
2016-12-01,0.1078,0.0,0.0,0.155,0.1158,0.0,0.2303
2017-01-01,-0.0363,0.1595,0.335,0.1513,0.27,0.0,0.2757
2017-02-01,0.1497,0.1592,0.1669,0.1497,0.2692,-0.2907,0.1375
2017-03-01,0.1739,0.0,0.3333,0.085,0.1534,0.0,0.1373
2017-04-01,0.1299,0.159,0.0,0.1404,0.2681,0.2915,0.2742
2017-05-01,-0.1728,-0.3175,-0.1661,0.1402,0.1146,0.0,0.1367
2017-06-01,0.0775,0.0,0.0,0.1387,0.1908,0.0,0.2276
2017-07-01,0.1685,0.1592,0.1664,0.1289,0.3427,0.0,0.2271
2017-08-01,0.0773,0.0,-0.1661,0.1002,0.0759,0.0,0.1359
2017-09-01,0.345,0.318,0.4992,0.0606,0.4551,0.0,0.362
2017-10-01,-0.5157,-0.6339,-0.4967,0.0959,0.0378,0.0,0.0
2017-11-01,0.1684,0.0,0.0,0.1515,0.1509,0.2907,0.1803
2017-12-01,-0.0274,0.0,0.0,0.1025,0.3391,0.0,0.315
2018-01-01,0.2361,0.0,0.0,0.0929,0.338,-0.2899,0.314
2018-02-01,0.5369,0.4785,0.4992,0.2668,0.0749,0.2907,0.2236
2018-03-01,-0.0569,-0.1587,0.0,0.1526,0.4114,0.0,0.357
2018-04-01,0.0526,0.0,0.0,0.0944,0.2235,0.0,0.2668
2018-05-01,0.0476,0.0,0.1656,0.217,0.2601,0.0,0.2217
2018-06-01,0.2237,0.159,0.0,0.1466,0.1853,0.0,0.2655
2018-07-01,0.0808,0.0,0.1653,0.0403,0.259,0.0,0.1765
2018-08-01,-0.4195,-0.6349,-0.495,0.1725,0.4059,0.0,0.3524
2018-09-01,0.2641,0.3195,0.1658,0.0543,0.4043,-0.2899,0.3512
2018-10-01,0.3177,0.1592,0.1656,0.1132,0.183,0.2907,0.1312
2018-11-01,0.1439,0.0,0.1653,0.0602,0.2558,-0.2899,0.4806
2018-12-01,0.2272,0.159,0.0,0.1283,0.4373,0.2907,0.4783
2019-01-01,-0.1489,0.1587,0.0,0.1675,0.1089,0.0,0.0865
2019-02-01,0.0221,0.0,0.165,0.0047,0.3625,-0.2899,0.2594
2019-03-01,-0.0583,-0.1585,-0.1647,0.1519,0.2889,0.2907,0.4312
2019-04-01,-0.1952,-0.3175,-0.165,0.1969,0.072,-0.2899,0.1717
2019-05-01,0.1015,0.1592,0.1653,0.0179,0.3239,0.0,0.3
2019-06-01,0.2562,0.159,0.165,0.1461,0.3228,0.0,0.3419
2019-07-01,0.2586,0.1587,0.1647,0.0656,0.2145,0.0,0.2129
2019-08-01,0.1125,0.0,0.0,0.1537,0.3924,0.0,0.34
2019-09-01,0.1942,0.1585,0.3289,0.1297,0.0711,0.0,0.2965
2019-10-01,0.1975,0.1582,0.0,0.0628,0.2841,0.0,0.2956
2019-11-01,0.0487,0.0,0.0,0.1367,0.3541,-0.2907,0.3368
2019-12-01,0.1234,0.0,0.1639,0.0837,0.1411,0.0,0.0839
2020-01-01,-0.1955,0.0,0.0,0.1561,0.1762,0.0,0.2516
2020-02-01,0.0548,0.0,0.0,0.1723,0.3869,0.0,0.5019
2020-03-01,-1.1601,-1.1058,-2.1277,-0.918,0.6657,-0.5831,0.3745
2020-04-01,-3.8694,-3.9936,-14.3813,-13.5651,4.5597,0.2933,4.2289
2020-05-01,1.1723,1.1647,2.9297,2.0042,-1.0652,1.462,-0.6364
2020-06-01,1.1973,1.1513,3.7951,3.4809,-1.144,-0.2882,-0.8006
2020-07-01,0.0863,0.0,0.9141,1.1506,0.034,0.0,-0.3632
2020-08-01,0.3585,0.3252,2.3551,1.1246,0.3403,0.289,0.4455
2020-09-01,-0.331,-0.4862,0.177,0.6739,0.0678,0.2882,0.0806
2020-10-01,0.5176,0.4886,1.5901,0.4867,0.1017,0.0,0.0806
2020-11-01,-0.2323,-0.3241,-0.1739,0.1916,0.3385,0.0,0.4026
2020-12-01,0.0722,0.0,0.0,-0.1296,0.9109,0.0,0.8821
2021-01-01,-0.4131,-0.1626,0.0,0.221,0.0669,0.5747,0.0
2021-02-01,0.1043,0.0,0.3484,0.3619,0.4009,-1.1429,0.3577
2021-03-01,0.1192,0.1629,0.1736,0.5942,-0.0666,0.8671,0.3168
2021-04-01,0.2244,0.1626,0.1733,0.2461,0.6327,0.0,0.7501
2021-05-01,0.0044,0.0,0.346,0.3306,0.6287,0.0,0.627
2021-06-01,0.2463,0.1623,0.1724,0.5205,0.4275,-0.2865,0.5452
2021-07-01,0.2115,0.1621,0.5164,0.646,0.3929,0.0,0.5809
2021-08-01,-0.0099,-0.1618,0.3425,0.3761,0.3914,0.0,0.5776
2021-09-01,-0.0452,0.0,0.3413,0.3102,0.6498,0.0,0.6891
2021-10-01,0.1747,0.1621,0.3401,0.5421,0.5165,-0.2874,0.5703
2021-11-01,0.3135,0.1618,0.5085,0.4429,0.289,0.2882,0.4159
2021-12-01,0.1374,0.1616,0.3373,0.3927,0.5123,0.2874,0.753
2022-01-01,0.7066,0.3226,0.3361,0.1268,0.669,-1.1461,0.5605
2022-02-01,0.2225,0.1608,0.335,0.546,0.1266,0.5797,0.223
2022-03-01,0.1787,0.1605,0.3339,0.3249,0.5057,0.0,0.482
2022-04-01,-0.2581,-0.3205,-0.3328,0.2035,0.5031,-0.2882,0.6642
2022-05-01,0.3204,0.1608,0.3339,0.1985,0.438,0.0,0.4399
2022-06-01,-0.1904,-0.1605,-0.3328,0.2857,0.2804,0.0,0.438
2022-07-01,0.0104,-0.1608,0.1669,0.4686,0.466,0.0,0.5087
2022-08-01,0.3517,0.3221,0.1667,0.1895,0.3092,-0.289,0.3254
2022-09-01,-0.0559,-0.1605,0.0,0.1435,0.4007,0.2899,0.4324
2022-10-01,0.0359,0.0,-0.1664,0.2324,0.3991,0.0,0.4306
2022-11-01,-0.1324,-0.1608,-0.1667,0.1968,0.367,-0.289,0.4287
2022-12-01,0.3534,0.3221,0.3339,0.0648,0.3656,-0.2899,0.3913
2023-01-01,0.5819,0.1605,0.1664,0.2812,0.2429,0.5814,0.3189
2023-02-01,0.3013,0.1603,0.1661,0.1874,0.3937,-0.289,0.3886
2023-03-01,0.1586,0.16,0.1658,0.0439,0.362,-0.2899,0.4926
2023-04-01,-0.0198,0.0,0.0,0.1553,0.4809,0.0,0.4902
2023-05-01,0.1332,0.0,-0.1656,0.1802,0.2094,0.0,0.2787
2023-06-01,0.0371,0.0,0.0,0.1446,0.5672,0.0,0.3822
2023-07-01,0.1264,0.0,0.1658,0.1046,0.4749,-0.2907,0.4154
2023-08-01,0.3535,0.3195,0.0,0.1397,0.1182,0.2915,0.1724
2023-09-01,-0.0209,-0.1592,0.0,0.0998,0.3541,0.0,0.4129
2023-10-01,-0.0382,-0.1595,-0.3311,0.1017,0.2058,-0.2907,0.2742
2023-11-01,0.2559,0.3195,0.3322,0.0811,0.2641,0.2915,0.3759
2023-12-01,-0.4176,-0.4777,-0.4967,0.0983,0.3512,0.0,0.3405
2024-01-01,-0.0478,0.0,0.1664,0.1116,0.5249,-0.5814,0.4751
2024-02-01,0.156,0.16,0.0,0.1312,0.1451,0.5848,0.1689
2024-03-01,0.2471,0.1597,0.1661,0.145,0.3766,0.0,0.4046
2024-04-01,-0.0357,-0.1595,-0.1658,0.0406,0.3175,-0.5814,0.2351
2024-05-01,-0.0691,0.0,-0.1661,0.0495,0.374,0.2924,0.402
2024-06-01,0.1353,0.0,-0.1664,0.0552,0.3439,0.0,0.3337
2024-07-01,0.2148,0.1597,0.0,0.0336,0.1999,-0.2915,0.2993
2024-08-01,0.0576,0.0,0.0,0.0057,0.3991,0.2924,0.3647
2024-09-01,0.1009,0.0,0.1667,0.0983,0.3407,0.0,0.3964
2024-10-01,-0.1583,-0.319,-0.1664,0.0209,0.3396,-0.2915,0.2962
2024-11-01,-0.0873,-0.16,-0.3333,0.0848,0.3948,0.2924,0.2625
2024-12-01,0.1533,0.1603,0.1672,0.1499,0.2528,0.0,0.3272
2025-01-01,1.2997,0.16,0.3339,-0.0303,0.4203,-0.5831,0.424
2025-02-01,-0.1494,-0.1597,-0.3328,0.0265,0.279,0.2933,0.3248
2025-03-01,0.1173,0.0,0.0,0.0423,0.473,0.0,0.4208
2025-04-01,0.242,0.16,0.1669,0.0682,0.0277,0.2924,0.2257
2025-05-01,-0.3286,-0.3195,-0.5,0.0082,0.443,-0.2915,0.3538
2025-06-01,-0.0657,-0.1603,0.0,-0.0126,0.2205,0.0,0.3526
2025-07-01,0.0188,-0.1605,-0.1675,0.0404,0.3025,0.0,0.2555
2025-08-01,0.1983,0.1608,0.0,-0.0442,0.4113,0.0,0.3186
2025-09-01,0.2993,0.321,0.1678,0.048,0.2185,0.0,0.2223
2025-10-01,,,,-0.0883,0.4087,0.0,0.4436
2025-11-01,0.1635,0.0,-0.1675,0.0259,0.4071,0.2924,0.2839
2025-12-01,-0.0268,-0.16,0.1678,-0.0107,0.0541,-0.2915,0.1258
2026-01-01,-0.6006,-0.4808,-0.5025,0.0795,0.4052,0.2924,0.3456
2026-02-01,0.0106,-0.161,-0.1684,-0.058,0.4036,0.0,0.2818
